id,naslov,cena,velikost,prodajalec
6059640,"LJ. ŠIŠKA, NASPROTI CELOVŠKIH DVOROV",145000.00,78.00,"Lobodas, posredništvo in storitve d.o.o., PE Kostanjevica na Krki"
6059940,"BEŽIGRAJSKI DVOR, ZUPANÈIÈEVA JAMA",145000.00,51.00,"STANART d.o.o., PE LJUBLJANA"
6048818,"BS 3, BLIŽINA FAKULTET",145000.00,53.17,Zasebna ponudba
6060552,"RAKOVNIK, Z GARAŽO",145000.00,61.10,MKA nepremiènine d.o.o.
6003266,"RUDNIK, DOLENJSKA CESTA",145000.00,52.00,Zasebna ponudba
6050873,LJ. BEŽIGRAD,145000.00,48.00,Zasebna ponudba
5993600,STARA LJ.,145000.00,50.00,Mreža nepremiènin d.o.o.
5967391,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",142280.00,58.10,LIN nepremiènine d.o.o.
6052713,"LJ. BEŽIGRAD, BLIŽINA POP TV",142000.00,57.00,Damijan Meško s.p.
6052496,"LJ. BEŽIGRAD, BLIŽINA POP TV",142000.00,42.60,Damijan Meško s.p.
6058180,"LJ. CENTER, IGRIŠKA ULICA",141600.00,47.20,"Zaltis, d.o.o., Ljubljana"
6014930,ÈRNUÈE,140000.00,45.60,Blok d.o.o.
6033232,"ÈRNUÈE, SAVSKI BREG",140000.00,83.00,Blok d.o.o.
6041364,ÈRNUÈE,140000.00,45.70,"Livo d.o.o., PE nepremièninsko posredovanje"
6012126,"ÈRNUÈE, SAVSKI BREG",140000.00,45.70,Pun nepremiènine d.o.o.
5995287,LJ. BEŽIGRAD,140000.00,45.68,Rešer d.o.o. PE Rešer nepremiènine
6031958,"LJ. BEŽIGRAD, ÈRNUÈE",140000.00,83.00,"Nepremiènine M8, Lea Kavaliè s.p."
6046486,ZG. KAŠELJ,140000.00,54.90,MESTO NEPREMIÈNIN d.o.o.
6058999,"LJ. BEŽIGRAD, SAVSKI BREG",140000.00,45.70,Rojal invest d.o.o.
6060530,"LJ. CENTER, VODMAT",140000.00,70.80,"Nepremièninska agencija ""TLORIS"" Miro Toriæ s.p., Poslovna enota"
5901870,"ÈRNUÈE, LJ. - SAVSKI BREG",140000.00,45.68,Zasebna ponudba
6061613,"ÈRNUÈE, SPODNJE",140000.00,45.70,LJUBLJANA NEPREMIÈNINE d.o.o.
6058910,VIŽMARJE,139900.00,126.00,Zasebna ponudba
6049980,"VIŽMARJE, BLIZU AC PRIKLJUÈKA",139900.00,126.60,Domart RE d.o.o.
5982651,"LJ. BEŽIGRAD, BS3",139000.00,61.30,LJUBLJANA NEPREMIÈNINE d.o.o.
6051859,ÈRNUÈE,139000.00,96.50,Roni nepremiènine d.o.o.
6059782,DOLGI MOST,139000.00,67.20,"INBA, nepremièninska družba, d.o.o."
6055215,"KOSEZE, BLIŽINA KOSEŠKEGA BAJERJA",139000.00,60.10,"Stoja trade, d.o.o., Ljubljana"
6042805,"VRHOVCI, MIRNA LOKACIJA V ZELENJU",139000.00,90.36,Zasebna ponudba
6016900,"LJ. VIÈ, DOLGI MOST",139000.00,67.00,Zasebna ponudba
6037555,"LJ. BEŽIGRAD, BLIZU CENTRA IN AC, LPP, PRILIKA",138900.00,179.80,"REMAX Vogal, Nepremièninska družba, d.o.o."
6054775,LJ. ŠIŠKA,138500.00,74.90,"Stoja trade, d.o.o., Ljubljana"
6050857,"LJ. VIÈ, TRNOVSKO PREDMESTJE, MURGLE",138000.00,51.00,ALEA nepremièninska družba d.o.o.
6056978,LJ. BEŽIGRAD,138000.00,50.50,MESTO NEPREMIÈNIN d.o.o.
6048735,ÈRNUÈE,137000.00,45.70,Agencia d.o.o.
6058103,ÈRNUÈE,137000.00,45.68,"MA - nepremièninska družba, Marko Aliè s.p."
6050234,BS 3,137000.00,56.40,Media nepremiènine d.o.o.
6060618,"BS 3, BEŽIGRAD BLIŽINA EKON - FAKULTET",137000.00,56.40,"STAN nepremiènine d.o.o., Ljubljana"
6045657,LJ. BEŽIGRAD,137000.00,57.00,"Dominos d.o.o., PE Ljubljana"
6050861,"BROD, SOSESKA OSMICA",136424.00,41.29,Medvešek Pušnik Nepremiènine d.o.o.
6033361,"BROD, SOSESKA OSMICA",136424.00,41.29,Medvešek Pušnik Nepremiènine d.o.o.
6035703,RUDNIK,136000.00,75.80,ABC nepremiènine d.o.o.
6054216,LJ. ŠIŠKA,135800.00,72.10,"Stoja trade, d.o.o., Ljubljana"
6045723,"LJ. ŠIŠKA, - VIŽMARJE",135000.00,112.00,"REMAX Vogal, Nepremièninska družba, d.o.o."
6016178,"LJ. MOSTE, OB KAJUHOVI",135000.00,67.00,Agencija Jakkra-n d.o.o.
6058047,"LJ. MOSTE, KAJUHOVA",135000.00,69.10,Optima nepremiènine d.o.o.
6059562,"DOLGI MOST, UL. BORCA PETRA",135000.00,63.20,Nepremiènine Plus d.o.o.
6060491,BRINJE,135000.00,56.90,Agencija Jakkra-n d.o.o.
6061098,"LJ. BEŽIGRAD, GLINŠKOVA PLOŠÈAD",135000.00,49.10,"Nepremièninska agencija ""TLORIS"" Miro Toriæ s.p., Poslovna enota"
6061539,RAKOVNIK,135000.00,61.10,MKA nepremiènine d.o.o.
6061550,LJ. BEŽIGRAD,135000.00,51.10,MESTO NEPREMIÈNIN d.o.o.
6018630,LJ. MOSTE,135000.00,75.00,Zasebna ponudba
6042913,"VIŽMARJE, ŠIŠKA",135000.00,112.00,Zasebna ponudba
6052213,DOLGI MOST,135000.00,44.70,"RECONSULT d.o.o., PE RCN, RECONSULT NEPREMIÈNINE"
6054999,LJ. VIÈ,134000.00,65.40,Rocco nepremiènine d.o.o.
6060407,ZG. ŠIŠKA,134000.00,59.00,N-invest d.o.o.
5995412,"LJ. VIÈ, DOLGI MOST",133000.00,55.80,LJUBLJANA NEPREMIÈNINE d.o.o.
6034510,LJ. VIÈ,133000.00,56.00,Neptun nepremiènine - Borut Vodopivec s.p.
6054681,"LJ. VIÈ, KUPEC NE PLAÈA PROVIZIJE",133000.00,55.80,"Agenti Celje, AŽ&MB Nerad d.o.o."
6060554,"ZG. ŠIŠKA, LJUBELJSKA CESTA",133000.00,58.90,Mreža nepremiènin d.o.o.
6060669,"ZG. ŠIŠKA, LJUBELJSKA CESTA",133000.00,58.90,Mreža nepremiènin d.o.o.
6059667,"LJ. MOSTE, FUŽINE",132000.00,57.10,MESTO NEPREMIÈNIN d.o.o.
6059863,"FUŽINE, BRODARJEV TRG",132000.00,60.50,Vehovar nepremiènine d.o.o.
6053031,"VIŽMARJE, TACENSKA CESTA",132000.00,54.06,SINEP družba za investiranje d.o.o.
6060558,"FUŽINE, RUSJANOV TRG",132000.00,58.80,Feniks nepremiènine d.o.o.
6060589,LJ. CENTER,132000.00,52.40,Inalbea d.o.o.
6053346,FUŽINE,132000.00,59.00,Zasebna ponudba
6055566,"FUŽINE, RUSJANOV TRG",132000.00,59.00,Mreža nepremiènin d.o.o.
5967390,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",131020.00,63.84,LIN nepremiènine d.o.o.
6061030,ŠENTVID,131000.00,63.60,Real Go d.o.o.
6041132,TACEN,130000.00,93.50,"REMAX Vogal, Nepremièninska družba, d.o.o."
6015434,"LJ. ŠIŠKA, ALJAZEVA, PRILOZNOST ZA OBNOVO",130000.00,89.00,PREMIER NEPREMIÈNINE posredovanje d.o.o.
6056877,"LJ. ŠIŠKA, PODUTIK",130000.00,60.00,MESTO NEPREMIÈNIN d.o.o.
5902889,LJ. BEŽIGRAD,130000.00,64.00,"STANART d.o.o., PE LJUBLJANA"
6022575,"TACEN, ODLIÈNA, BLIZU AC, LPP",130000.00,52.76,"REMAX Vogal, Nepremièninska družba, d.o.o."
6021525,LJ. ŠIŠKA,130000.00,57.40,Zasebna ponudba
6055347,PODUTIK,130000.00,60.00,Zasebna ponudba
6052013,LJ. MOSTE,130000.00,68.20,Atrium nepremiènine d.o.o.
6056315,ŠTEPANJSKO NASELJE,129900.00,63.90,Rezidenca nepremiènine d.o.o.
6048692,"ŠTEPANJSKO NASELJE, MOSTE POLJE",129900.00,63.00,Zasebna ponudba
5464721,LJ. MOSTE,129000.00,62.00,"Komfort skupina d.o.o., nepremiènine"
6025133,"LJ. MOSTE, VODMAT",129000.00,53.40,LJUBLJANA NEPREMIÈNINE d.o.o.
6059021,VODMAT,129000.00,53.20,Rojal invest d.o.o.
6059106,"LJ. MOSTE, KODELJEVO",129000.00,47.52,MESTO NEPREMIÈNIN d.o.o.
6025508,LJ. CENTER,129000.00,76.50,"Dodoma d.o.o., PE Ljubljana"
6030502,ŠENTVID,129000.00,57.55,LGP d.o.o.
5967386,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",128800.00,66.30,LIN nepremiènine d.o.o.
6050107,LJ. BEŽIGRAD,128000.00,44.70,"STAN nepremiènine d.o.o., Ljubljana"
6058655,LJ. BEŽIGRAD,128000.00,54.60,"STAN nepremiènine d.o.o., Ljubljana"
6043368,"LJ. BEŽIGRAD, BS3 REBOLJEVA",128000.00,60.60,Studio modul d.o.o.
6056328,"LJ. BEŽIGRAD, ULICA METODA MIKUŽA",128000.00,54.40,"Šardi&Co. nepremiènine, družba za posredovanje v prometu z nepremièninami, d.o.o."
5967383,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",127580.00,63.91,LIN nepremiènine d.o.o.
5967387,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",126970.00,61.97,LIN nepremiènine d.o.o.
6038701,"LJ. MOSTE, ROŽIÈEVA ULICA",125000.00,62.00,"Abstract nepremiènine, Igor Kerin s.p."
6017559,"LJ. ŠIŠKA, BROD",125000.00,52.80,MESTO NEPREMIÈNIN d.o.o.
6047464,"LJ. CENTER, VODMAT",125000.00,48.40,MESTO NEPREMIÈNIN d.o.o.
5871537,LJ. VIÈ,125000.00,33.50,LJUBLJANA NEPREMIÈNINE d.o.o.
6050891,"LJ. MOSTE, FUZINE",125000.00,69.00,"Komfort skupina d.o.o., nepremiènine"
6054379,"LJ. CENTER, BLIŽINA MEDICINSKE FAKULTETE",125000.00,53.40,"STAN nepremiènine d.o.o., Ljubljana"
6055678,LJ. VIÈ,125000.00,54.30,Neptun nepremiènine - Borut Vodopivec s.p.
5976853,"ŠENTVID, ZNIŽANA CENA",125000.00,80.80,PREMIER NEPREMIÈNINE posredovanje d.o.o.
6061140,"LJ. CENTER, VODMAT",125000.00,64.10,Feniks nepremiènine d.o.o.
6059589,LJ. VIÈ,125000.00,67.60,K 3 Kern d.o.o.
6024240,"VODMAT, LJ CENTER",125000.00,53.24,Zasebna ponudba
6053201,LJ. CENTER,125000.00,48.40,Mreža nepremiènin d.o.o.
6035729,"LJ. MOSTE, BLIZU ZELENE JAME",125000.00,66.00,ABC nepremiènine d.o.o.
6054657,"LJ. CENTER, VODMAT, BREZ PROVIZIJE ZA KUPCA",125000.00,53.42,"Agenti Celje, AŽ&MB Nerad d.o.o."
6057458,RUDNIK,125000.00,56.00,Mreža nepremiènin d.o.o.
6059721,"ROŽNA DOLINA, NASPROTI NASELJA GRBINA",124000.00,60.00,Mreža nepremiènin d.o.o.
6054215,LJ. ŠIŠKA,123600.00,74.50,"Stoja trade, d.o.o., Ljubljana"
6043961,"LJ. MOSTE, ULICA VIDE PREGARÈEVE 34",123000.00,102.00,DFI d.o.o.
6057327,"LJ. MOSTE, BLIZU ZDRAVSTVENEGA DOMA",122000.00,58.20,Borza nepremiènin d.o.o.
6030789,"LJ. MOSTE, ZALOG",120000.00,61.60,MESTO NEPREMIÈNIN d.o.o.
5595091,PODUTIK,120000.00,45.00,Nepremiènine Plus d.o.o.
6010833,"POLJE, ZAÈETEK POLJA, TIK CEZ OBVOZNICO",120000.00,67.50,REGROUP d.o.o.
6038623,LJ. CENTER,120000.00,45.90,LJUBLJANA NEPREMIÈNINE d.o.o.
6059943,"LJ. VIÈ, RUDNIK",120000.00,55.00,MESTO NEPREMIÈNIN d.o.o.
6060853,"SP. ŠIŠKA, Z VRTOM",120000.00,130.00,"Property d.o.o., PE Ljubljana"
6049378,"RUDNIK, LONDON",120000.00,55.00,Zasebna ponudba
6055209,RUDNIK,120000.00,56.70,"Stoja trade, d.o.o., Ljubljana"
6026150,"LJ. ŠIŠKA, ŠENTVID",119000.00,75.00,MESTO NEPREMIÈNIN d.o.o.
6052484,"LJ. ŠIŠKA, ŠENTVID - PRUŠNIKOVA",119000.00,80.76,AGAN d.o.o.
6055834,POLJE,119000.00,70.00,"Ornis, nepremiènine, zastopanje in svetovanje d.o.o."
6059136,"LJ. ŠIŠKA, ŠENTVID - PRUŠNIKOVA",119000.00,80.75,AGAN d.o.o.
6059143,"LJ. ŠIŠKA, ŠENTVID - PRUŠNIKOVA",119000.00,80.76,AGAN d.o.o.
6054311,"LJ. ŠIŠKA, DRAVLJE",119000.00,35.00,Rocco nepremiènine d.o.o.
5921468,"POLJE, ZA OBVOZNICO",119000.00,71.00,"Branik prvi d.o.o., nepremiènine bios"
6049691,"LJ. ŠIŠKA, CELOVŠKA 127",119000.00,40.00,SINEP družba za investiranje d.o.o.
6061373,"LJ. MOSTE, HERMANA POTOÈNIKA",119000.00,58.63,"Šardi&Co. nepremiènine, družba za posredovanje v prometu z nepremièninami, d.o.o."
6055248,"LJ. MOSTE, HERMANA POTOÈNIKA",119000.00,58.63,"Šardi&Co. nepremiènine, družba za posredovanje v prometu z nepremièninami, d.o.o."
6033159,ŠTEPANJSKO NASELJE,119000.00,65.00,Zasebna ponudba
6052194,"LJ. MOSTE, MIRNA LOKACIJA",119000.00,49.52,"RECONSULT d.o.o., PE RCN, RECONSULT NEPREMIÈNINE"
6061606,"LJ. BEŽIGRAD, SAVSKO NASELJE",119000.00,56.00,Zasebna ponudba
6032433,"LJ. MOSTE, ŠTEPANJSKO NASELJE",118000.00,47.70,Studio modul d.o.o.
6048968,"LJ. ŠIŠKA, BLIŽINA ŠIŠENSKEGA HRIBA, MOSTECA",118000.00,47.00,ALEA nepremièninska družba d.o.o.
6010475,"TACEN, TACENSKA CESTA",118000.00,36.00,Zasebna ponudba
6059665,"LJ. ŠIŠKA, ŠENTVID",117000.00,41.20,MESTO NEPREMIÈNIN d.o.o.
6061151,"LJ. ŠIŠKA, ANDREAŠEVA",117000.00,40.00,Zasebna ponudba
6051485,"LJ. ŠIŠKA, BLIŽINA MOSTECA",116000.00,48.10,"STAN nepremiènine d.o.o., Ljubljana"
6050472,LJ. ŠIŠKA,116000.00,48.10,Eventum d.o.o.
6040759,"LJ. ŠIŠKA, CELOVŠKA CESTA",115000.00,35.20,Rojal invest d.o.o.
5984075,"TRNOVO, SREBRNIÈEVA",115000.00,79.00,Svet RE d.o.o.
6052111,"LJ. ŠIŠKA, SPODNJA",115000.00,39.90,MESTO NEPREMIÈNIN d.o.o.
6051699,LJ. ŠIŠKA,115000.00,45.60,Eventum d.o.o.
6011206,"LJ. VIÈ, ZGORNJI, NEPOPLAVNI DEL VIÈA",115000.00,52.90,"STANART d.o.o., PE LJUBLJANA"
6053082,LJ. MOSTE,115000.00,63.30,Mernet d.o.o.
6059619,"POLJE, ZALOŠKA CESTA 186",115000.00,51.70,EvroN d.o.o.
6059761,"LJ. VIÈ, IG - ZAGORICA",115000.00,60.20,"Nepremièninska agencija ""TLORIS"" Miro Toriæ s.p., Poslovna enota"
6059554,"LJ. ŠIŠKA, BROD",115000.00,44.31,MESTO NEPREMIÈNIN d.o.o.
6059161,"LJ. ŠIŠKA, TERASA",115000.00,40.00,ALEA nepremièninska družba d.o.o.
6060059,ÈRNUÈE,115000.00,39.80,MP PROJEKT d.o.o.
6060590,"LJ. BEŽIGRAD, ÈRNUÈE",115000.00,36.60,MESTO NEPREMIÈNIN d.o.o.
6060775,"LJ. ŠIŠKA, MOSTEC",115000.00,90.00,UgodNepremicnine - Vehar Sebastjan s.p.
5820096,"LJ. CENTER, BOHORIÈEVA UL. 17",115000.00,31.23,"Dominos d.o.o., PE Ljubljana"
6057184,"RUDNIK, OB DOLENJSKI CESTI BLIZU CENTRA",115000.00,63.70,Zasebna ponudba
5970259,"LJ. BEŽIGRAD, ÈRTOMIROVA ULICA",115000.00,48.00,Zasebna ponudba
6059551,"ÈRNUÈE, SAVSKI BREG",115000.00,39.82,Zasebna ponudba
6058605,"TACEN, TACENSKI DVORI",115000.00,38.50,Zasebna ponudba
6045818,ZALOG,115000.00,53.50,ABC nepremiènine d.o.o.
6056474,"LJ. ŠIŠKA, PILONOVA SOSESKA",113000.00,45.00,Blok d.o.o.
6059545,"LJ. ŠIŠKA, ZGONJA, BLIŽINA LPP",113000.00,45.00,Rojal invest d.o.o.
6058646,VRHOVCI,113000.00,54.00,REGROUP d.o.o.
6055867,"LJ. CENTER, DALMATINOVA ULICA 10, BREZ PROVIZIJE ZA KUPCA",113000.00,32.10,"Agenti Celje, AŽ&MB Nerad d.o.o."
6058127,"ZG. ŠIŠKA, ŠIŠENSKA CESTA",113000.00,50.00,Mreža nepremiènin d.o.o.
6060553,ZALOG,111800.00,43.00,Zasebna ponudba
6042357,STOŽICE,110000.00,44.70,Domplan d.d.
6012027,LJ. BEŽIGRAD,110000.00,44.70,"MP PROJEKT, d.o.o., PE Ljubljana"
6039786,"LJ. ŠIŠKA, GRUDNOVA",110000.00,76.30,Svet RE d.o.o.
6048756,"LJ. BEŽIGRAD, VODOVODNA CESTA",110000.00,54.00,Mikljiè-Hribar Company d.o.o.
6055688,POLJE,110000.00,49.00,Roni nepremiènine d.o.o.
6059048,LJ. BEŽIGRAD,110000.00,33.90,"Livo d.o.o., PE nepremièninsko posredovanje"
6059663,PODUTIK,110000.00,45.30,"MP PROJEKT, d.o.o., PE Ljubljana"
6059582,"DRAVLJE, ŠIŠKA",110000.00,45.00,"REMAX Vogal, Nepremièninska družba, d.o.o."
6059664,"LJ. ŠIŠKA, SOSESKA PILON",110000.00,45.00,ALEA nepremièninska družba d.o.o.
6059839,"LJ. ŠIŠKA, PODUTIK",110000.00,42.30,MESTO NEPREMIÈNIN d.o.o.
6059860,LJ. ŠIŠKA,110000.00,44.40,Aladin inženiring d.o.o.
6059844,LJ. ŠIŠKA,110000.00,38.00,ALEA nepremièninska družba d.o.o.
6059875,"LJ. BEŽIGRAD, BS4",110000.00,44.70,"Livo d.o.o., PE nepremièninsko posredovanje"
6060326,"LJ. ŠIŠKA, ZGORNJA",110000.00,33.80,LJUBLJANA NEPREMIÈNINE d.o.o.
6060720,"LJ. ŠIŠKA, PODUTIK",110000.00,45.30,LJUBLJANA NEPREMIÈNINE d.o.o.
6059764,"LJ. BEŽIGRAD, ŽUPANÈIÈEVA JAMA",110000.00,45.00,Zasebna ponudba
5793489,LJ. CENTER,110000.00,67.00,Zasebna ponudba
6058904,"SAVSKO NASELJE, LJ. BEŽIGRAD",110000.00,40.00,Zasebna ponudba
6033172,"ZG. ŠIŠKA, CELOVŠKA CESTA",110000.00,36.00,Zasebna ponudba
6010408,"LJ. BEŽIGRAD, DUNAJSKA CESTA, STOŽICE",110000.00,45.00,Zasebna ponudba
6044816,LJ. BEŽIGRAD,110000.00,42.00,Zasebna ponudba
6058887,"PODUTIK, DRAVLJE, GLINCE",110000.00,45.00,Zasebna ponudba
6059715,"PODUTIK, PILON",110000.00,45.50,Mreža nepremiènin d.o.o.
6054680,"LJ. BEŽIGRAD, BREZ PROVIZIJE ZA KUPCA",110000.00,44.00,"Agenti Celje, AŽ&MB Nerad d.o.o."
6060529,"LJ. BEŽIGRAD, SAVSKO NASELJE, BREZ PROVIZIJE ZA KUPCA",110000.00,40.00,"Agenti Celje, AŽ&MB Nerad d.o.o."
6058368,"ZG. ŠIŠKA, VODNIKOVA ULICA",110000.00,44.00,Mreža nepremiènin d.o.o.
6047832,"LJ. ŠIŠKA, GOTSKA",109950.00,36.60,Pun nepremiènine d.o.o.
6021526,VIŽMARJE,109900.00,60.00,Zasebna ponudba
6055467,"LJ. CENTER, VODMAT",109500.00,50.00,MESTO NEPREMIÈNIN d.o.o.
6046125,LJ. ŠIŠKA,109000.00,36.00,Neptun nepremiènine - Borut Vodopivec s.p.
6049610,"LJ. ŠIŠKA, KINO",109000.00,33.80,MESTO NEPREMIÈNIN d.o.o.
6059017,"LJ. ŠIŠKA, BLIŽINA KINA",109000.00,35.20,Rojal invest d.o.o.
6057107,"TRNOVO, LJ. - KOSESKEGA",109000.00,37.00,"Neo nepremiènine, Stanislav Osenar s.p."
6049715,ZG. ŠIŠKA,109000.00,33.70,Sonce skupina d.o.o.
6052002,"LJ. MOSTE, VEVÈE",108000.00,46.60,Studio modul d.o.o.
6045036,"LJ. VIÈ, NASPROTI CENTRA MURGLE",108000.00,46.86,Zasebna ponudba
6054792,"LJ. VIÈ, TRNOVSKO PREDMESTJE",108000.00,44.40,"Stoja trade, d.o.o., Ljubljana"
5797964,BROD,107000.00,45.82,"REMAX Vogal, Nepremièninska družba, d.o.o."
6061566,"FUŽINE, ARCHINETOVA",107000.00,38.10,Feniks nepremiènine d.o.o.
6054563,"FUŽINE, ATRIJ",107000.00,38.10,Zasebna ponudba
5994751,"TOMAÈEVO, BTC BEŽIGRAD",107000.00,150.00,Zasebna ponudba
6057910,"LJ. BEŽIGRAD, BS 3",106000.00,46.00,Mernet d.o.o.
6050179,LJ. CENTER,105000.00,27.00,Vizija Mojca Poglajen s.p.
6055199,LJ. ŠIŠKA,105000.00,43.50,MESTO NEPREMIÈNIN d.o.o.
6055572,"LJ. ŠIŠKA, PRI KOSEŠKI TRŽNICI",105000.00,44.00,ALEA nepremièninska družba d.o.o.
5797957,"BROD, TACENSKE BRZICE",105000.00,45.82,"REMAX Vogal, Nepremièninska družba, d.o.o."
5786406,TACEN,105000.00,58.29,"REMAX Vogal, Nepremièninska družba, d.o.o."
5929561,ÈRNUÈE,105000.00,38.00,DVOREC POSREDNIŠKA HIŠA d.o.o.
6060659,"LJ. CENTER, MED TROMOSTOVJEM IN TIVOLIJEM",105000.00,37.60,Zasebna ponudba
6044826,LJ. CENTER,105000.00,27.00,Zasebna ponudba
6054839,"LJ. ŠIŠKA, ADAMIÈEVA",105000.00,42.00,Zasebna ponudba
6049966,"LJ. VIÈ, BONIFACIJA",105000.00,65.00,Zasebna ponudba
6050855,LJ. VIÈ,105000.00,65.50,Atrium nepremiènine d.o.o.
6055521,"LJ. ŠIŠKA, ADAMIÈEVA ULICA",105000.00,46.00,Mreža nepremiènin d.o.o.
6059911,ÈRNUÈE,105000.00,39.30,ABC nepremiènine d.o.o.
6055564,BS 3,105000.00,45.90,Mreža nepremiènin d.o.o.
6049571,"LJ. BEŽIGRAD, ÈRNUÈE",104900.00,44.40,MESTO NEPREMIÈNIN d.o.o.
6059000,ÈRNUÈE,104900.00,46.60,Rojal invest d.o.o.
6061560,ÈRNUÈE,104900.00,44.40,Feniks nepremiènine d.o.o.
5986682,ÈRNUÈE,104900.00,44.40,Zasebna ponudba
6051535,ÈRNUÈE,104900.00,45.00,Mreža nepremiènin d.o.o.
6054676,"ÈRNUÈE, KUPEC NE PLAÈA PROVIZIJE",104900.00,46.60,"Agenti Celje, AŽ&MB Nerad d.o.o."
6035352,"LJ. VIÈ, ANTONOV TRG",100000.00,37.57,Pun nepremiènine d.o.o.
6033622,"LJ. BEŽIGRAD, LINHARTOVA CESTA",100000.00,68.20,"Abstract nepremiènine, Igor Kerin s.p."
5598092,VEVÈE,100000.00,80.50,D5 invest d.o.o.
6010372,"LJ. VIÈ, TRŽAŠKA CESTA",100000.00,35.00,Zasebna ponudba
6053088,LJ. ŠIŠKA,100000.00,56.70,"Stoja trade, d.o.o., Ljubljana"
6039320,"LJ. MOSTE, BLIŽINA UKC",99000.00,47.00,Pogodba nepremiènine in pravno svetovanje d.o.o.
6029758,"LJ. ŠIŠKA, ALEŠOVÈEVA ULICA",99000.00,71.20,Rojal invest d.o.o.
6051928,"LJ. BEŽIGRAD, BS3",99000.00,40.00,MESTO NEPREMIÈNIN d.o.o.
6056870,LJ. BEŽIGRAD,99000.00,52.00,MESTO NEPREMIÈNIN d.o.o.
6059838,LJ. ŠIŠKA,99000.00,54.00,Roni nepremiènine d.o.o.
6058135,LJ. ŠIŠKA,99000.00,66.00,Eventum d.o.o.
6011790,VIŽMARJE,99000.00,43.60,Zasebna ponudba
6011278,"LJ. ŠIŠKA, ZGORNJA",98500.00,41.30,MESTO NEPREMIÈNIN d.o.o.
6057764,VEVÈE,98000.00,58.20,Viping d.o.o.
6060804,"LJ. BEŽIGRAD, BRATOVŠEVA PLOŠÈAD",98000.00,41.00,REGROUP d.o.o.
6045453,"LJ. CENTER, BEETHOVNOVA ULICA, POLKLETNO",98000.00,63.00,Zasebna ponudba
6053699,LJ. ŠIŠKA,96700.00,51.80,"Stoja trade, d.o.o., Ljubljana"
6059818,"LJ. BEŽIGRAD, PARMOVA CESTA",96000.00,52.90,ARS-T d.o.o.
6056424,LJ. BEŽIGRAD,96000.00,52.00,Mreža nepremiènin d.o.o.
6060314,"LJ. MOSTE, ŠTEPANJSKO NASELJE",94900.00,40.80,Feniks nepremiènine d.o.o.
6016590,"LJ. MOSTE, ZALOG",94000.00,53.30,Lares nepremièninska družba d.o.o.
6058170,"ÈRNUŠKA GMAJNA, POLANŠKOVA ULICA",94000.00,44.40,Zasebna ponudba
6010176,"LJ. MOSTE, ŠTEPANJSKO NASELJE",92000.00,37.43,MESTO NEPREMIÈNIN d.o.o.
6046169,"TRNOVO, TRNOVSKI PRISTAN",92000.00,35.00,Zasebna ponudba
6054557,ÈRNUÈE,92000.00,35.40,Zasebna ponudba
6060672,"LJ. BEŽIGRAD, DUNAJSKA CESTA 113",91800.00,36.00,Borza nepremiènin d.o.o.
5914852,"LJ. ŠIŠKA, ZGORNJA",91000.00,91.00,LJUBLJANA NEPREMIÈNINE d.o.o.
6043043,"LJ. MOSTE, ZALOŠKA CESTA",90000.00,50.00,Kristal nepremiènine d.o.o.
6055731,ÈRNUÈE,90000.00,58.00,Roni nepremiènine d.o.o.
6054057,LJ. ŠIŠKA,90000.00,38.10,"STAN nepremiènine d.o.o., Ljubljana"
6040067,"LJ. ŠIŠKA, TUGOMERJEVA",90000.00,38.10,"Vifras d.o.o., nepremiènine"
6058100,LJ. BEŽIGRAD,90000.00,36.40,MESTO NEPREMIÈNIN d.o.o.
6058870,"LJ. BEŽIGRAD, ODLICNA LOKACIJA",90000.00,38.00,"MA - nepremièninska družba, Marko Aliè s.p."
6059059,"LJ. BEŽIGRAD, ÈRTOMIROVA UL.",90000.00,37.80,Svet RE d.o.o.
5962792,"BROD, ODLIÈNA LOKACIJA",90000.00,46.72,"REMAX Vogal, Nepremièninska družba, d.o.o."
6061094,LJ. ŠIŠKA,90000.00,38.10,"Nepremiènine M8, Lea Kavaliè s.p."
6054533,"SAVSKO NASELJE, BEŽIGRAD",90000.00,32.00,Zasebna ponudba
6058379,"LJ. MOSTE, ZADOBROVA, CESTA NA JEŽAH",90000.00,63.00,Zasebna ponudba
6036552,"LJ. ŠIŠKA, TRG KOMANDANTA STANETA",90000.00,33.40,ABC nepremiènine d.o.o.
6044011,"LJ. BEŽIGRAD, ÈRNUÈE",89000.00,42.00,ALEA nepremièninska družba d.o.o.
6047326,ŠMARTNO POD ŠMARNO GORO,89000.00,55.00,MESTO NEPREMIÈNIN d.o.o.
5910432,LJ. CENTER,89000.00,36.00,HIP KA d.o.o.
6050425,"LJ. CENTER, PRULE",89000.00,32.70,"STAN nepremiènine d.o.o., Ljubljana"
6052177,"LJ. ŠIŠKA, - SPODNJA",89000.00,25.90,MESTO NEPREMIÈNIN d.o.o.
6053809,"LJ. CENTER, NASPROTI RTV",89000.00,24.00,Arcimboldo d.o.o.
6056862,LJ. MOSTE,89000.00,30.20,MESTO NEPREMIÈNIN d.o.o.
