id,naslov,cena,velikost,prodajalec
6057017,"LJ. BEŽIGRAD, ÈRTOMIROVA ULICA",89000.00,38.00,Zasebna ponudba
6057008,"LJ. VIÈ, POKLUKARJEVA",89000.00,42.80,ABC nepremiènine d.o.o.
6048442,"LJ. ŠIŠKA, NA JAMI",89000.00,26.80,ABC nepremiènine d.o.o.
6054633,"TACEN, ŠMARTNO, BREZ PROVIZIJE ZA KUPCA",89000.00,68.00,"Agenti Celje, AŽ&MB Nerad d.o.o."
6053666,"LJ. ŠIŠKA, ULICA BRATOV BABNIK",88900.00,31.00,Zasebna ponudba
5967393,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",88130.00,41.79,LIN nepremiènine d.o.o.
6056964,"ZG. ŠIŠKA, NA JAMI",88000.00,46.00,Blok 5 d.o.o.
5967396,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",87770.00,40.82,LIN nepremiènine d.o.o.
6051163,"LJ. VIÈ, RUDNIK",87000.00,41.90,"STAN nepremiènine d.o.o., Ljubljana"
6061340,"LJ. VIÈ, IŽANSKA CESTA",87000.00,55.80,"Nepremièninska agencija ""TLORIS"" Miro Toriæ s.p., Poslovna enota"
6034519,VODMAT,87000.00,35.00,Zasebna ponudba
5898257,ROŽNA DOLINA,86000.00,43.60,"Branik prvi d.o.o., nepremiènine bios"
6060679,SOSTRO,86000.00,55.00,Zasebna ponudba
5924595,"LJ. MOSTE, ZALOG",85600.00,40.00,"Branik prvi d.o.o., nepremiènine bios"
5915263,ZALOG,85600.00,40.00,"Branik prvi d.o.o., nepremiènine bios"
6043946,"LJ. MOSTE, FUŽINE",85000.00,33.60,EvroN d.o.o.
6038663,LJ. CENTER,85000.00,30.37,Re-Domus nepremièninska družba d.o.o.
5990733,DOBRUNJE,85000.00,52.30,DVOREC POSREDNIŠKA HIŠA d.o.o.
6054091,"LJ. ŠIŠKA, CELOVŠKI DVORI",85000.00,46.00,Zasebna ponudba
6059832,DRAVLJE,84500.00,32.50,"MP PROJEKT, d.o.o., PE Ljubljana"
6058626,"DRAVLJE, CELOVŠKA",84500.00,32.00,Zasebna ponudba
6060424,DRAVLJE,84500.00,32.00,Mreža nepremiènin d.o.o.
6058608,"ZG. ŠIŠKA, LJ. BRILEJEVA",84000.00,29.38,Zasebna ponudba
6061108,"VODMAT, BLIZU KLINIÈNEGA CENTRA",84000.00,25.00,Zasebna ponudba
6035292,"LJ. MOSTE, POLJE - SNEBERJE",83000.00,41.30,"Livo d.o.o., PE nepremièninsko posredovanje"
6022819,"RUDNIK, DOLENJSKA CESTA",82000.00,85.00,Rojal invest d.o.o.
6015435,LJ. ŠIŠKA,82000.00,40.00,Agencija Jakkra-n d.o.o.
6058513,TRNOVO,82000.00,40.00,LJUBLJANA NEPREMIÈNINE d.o.o.
6054304,"LJ. ŠIŠKA, VODNIKOVA CESTA 259",82000.00,25.00,Zasebna ponudba
6042487,"LJ. CENTER, STRELIŠKA ULICA 1 A",82000.00,28.69,Zasebna ponudba
6055876,"DRAVLJE, NASPROTI MERCATOR CENTRA ŠIŠKA",82000.00,31.00,Zasebna ponudba
6057110,LJ. VIÈ,81000.00,27.00,Zasebna ponudba
6054932,POLJE,81000.00,30.00,Zasebna ponudba
6038854,"LJ. MOSTE, V BLIŽINI KLINIÈNEGA CENTRA",79500.00,74.95,Makra as Marko Krajner s.p.
6054771,LJ. ŠIŠKA,79500.00,36.60,"Stoja trade, d.o.o., Ljubljana"
6025792,"LJ. MOSTE, ŠTEP. NASELJE, JAKÈEVA ULICA",79000.00,28.80,"Visa d.o.o., Ljubljana"
5991810,"LJ. ŠIŠKA, KOSEZE - TERASASTI BLOKI",79000.00,33.10,Akcent d.o.o. Ljubljana
5941263,"LJ. ŠIŠKA, KOSEZE, TERASASTI BLOKI",79000.00,33.10,Akcent d.o.o. Ljubljana
6059962,"LJ. BEŽIGRAD, NASPROTI FAKULTET",79000.00,26.00,ALEA nepremièninska družba d.o.o.
6057417,"BRINJE, BEŽIGRAD",79000.00,25.00,Zasebna ponudba
6016440,POLJE,78000.00,39.30,Zasebna ponudba
6060661,"POLJE, CESTA XII/2",78000.00,29.50,Zasebna ponudba
6035237,"LJ. ŠIŠKA, CELOVŠKA CESTA",77000.00,28.00,Agencija Jakkra-n d.o.o.
6041038,"LJ. MOSTE, ŠTEPANJSKO NASELJE",77000.00,27.00,PAK INVEST d.o.o.
6048318,"LJ. MOSTE, ŠTEPANJSKO NASELJE",77000.00,27.00,PAK INVEST d.o.o.
6060319,"LJ. ŠIŠKA, CELOVŠKA CESTA",75000.00,26.90,Rojal invest d.o.o.
6060020,"BRINJE, BEŽIGRAD",75000.00,26.00,Zasebna ponudba
6041722,NOVE FUŽINE,74000.00,30.24,Zasebna ponudba
6056984,"LJ. MOSTE, POLJE",73000.00,29.00,MESTO NEPREMIÈNIN d.o.o.
6053916,"ŠTEPANJSKO NASELJE, BLIŽINA VRTCA OTONA ZUPANÈIÈA",73000.00,26.60,"Stoja trade, d.o.o., Ljubljana"
6059181,POLJE,73000.00,30.00,Mreža nepremiènin d.o.o.
6049878,"LJ. ŠIŠKA, VIŽMARJE",72500.00,39.00,Svet RE d.o.o.
5995936,"LJ. ŠIŠKA, TACEN",72000.00,55.30,MESTO NEPREMIÈNIN d.o.o.
6059257,"LJ. MOSTE, POLJE, CESTA VI/10",71000.00,30.00,Vizija Mojca Poglajen s.p.
6058946,POLJE,71000.00,30.00,Zasebna ponudba
6058342,"ÈRNUÈE, SPODNJE",70000.00,25.00,Zasebna ponudba
5417407,VEVÈE,69000.00,25.00,"Komfort skupina d.o.o., nepremiènine"
6054776,LJ. ŠIŠKA,68200.00,26.90,"Stoja trade, d.o.o., Ljubljana"
6053698,LJ. ŠIŠKA,68200.00,26.90,"Stoja trade, d.o.o., Ljubljana"
6033485,"LJ. ŠIŠKA, ANDREAŠEVA ULICA 8",68000.00,26.40,Zasebna ponudba
6035718,"LJ. ŠIŠKA, ANDREAŠEVA",68000.00,26.00,ABC nepremiènine d.o.o.
6061242,"LJ. CENTER, KOLODVORSKA",68000.00,24.10,ABC nepremiènine d.o.o.
6019194,"KOSEZE, PODUTIŠKA CESTA",67000.00,33.00,APN d.o.o.
6056472,"LJ. CENTER, KOMENSKEGA",67000.00,24.00,ABC nepremiènine d.o.o.
6049768,LJ. ŠIŠKA,65000.00,26.60,"REMAX Vogal, Nepremièninska družba, d.o.o."
6059891,LJ. ŠIŠKA,65000.00,26.50,"Livo d.o.o., PE nepremièninsko posredovanje"
6047362,SP. ŠIŠKA,65000.00,26.60,Zasebna ponudba
6012237,LJ. MOSTE,64000.00,34.00,"Visa d.o.o., Ljubljana"
6059132,"LJ. ŠIŠKA, ZAÈETEK VODNIKOVE",63900.00,20.50,AGAN d.o.o.
6054774,LJ. ŠIŠKA,62600.00,24.70,"Stoja trade, d.o.o., Ljubljana"
6053695,LJ. ŠIŠKA,61900.00,26.40,"Stoja trade, d.o.o., Ljubljana"
6054773,LJ. ŠIŠKA,61700.00,26.40,"Stoja trade, d.o.o., Ljubljana"
6019394,ÈRNUÈE,60000.00,27.50,"Nepremiènine KLEMENÈIÈ, Borut Klemenèiè Hoèevar s.p."
6044374,"LJ. MOSTE, ZALOG",59500.00,33.60,Zasebna ponudba
6039554,"LJ. ŠIŠKA, GRUDNOVA",59000.00,34.70,Svet RE d.o.o.
5932572,"LJ. MOSTE, DOBRUNJE, JAVOR",59000.00,38.00,Mikljiè-Hribar Company d.o.o.
6057037,"LJ. MOSTE, ŠTEPANJSKO NASELJE, STELETOVA",58000.00,22.00,Agencija Jakkra-n d.o.o.
6027327,DRAVLJE,47000.00,21.50,"REMAX Vogal, Nepremièninska družba, d.o.o."
6055450,"POLJANE, POLJANSKA 54",46000.00,37.30,Raiffeisenbank Eberndorf reg. Gen.m.b.H.
6058118,DRAVLJE,45000.00,19.20,"MA - nepremièninska družba, Marko Aliè s.p."
6052399,"DRAVLJE, CELOVŠKA CESTA BIVŠI HOTEL LIPA",45000.00,19.20,Zasebna ponudba
6061600,LJ. ŠIŠKA,45000.00,32.80,LGP d.o.o.
6050086,LJ. ŠIŠKA,42000.00,20.50,DVOREC POSREDNIŠKA HIŠA d.o.o.
6029756,"LJ. ŠIŠKA, ALEŠOVÈEVA ULICA",37000.00,19.70,Rojal invest d.o.o.
6054902,POLJE,33000.00,39.00,Zasebna ponudba
6051293,"RUDNIK, VIÈ, IŽANSKA CESTA, ""VIÈ",32000.00,8.00,Zasebna ponudba
6046985,LJ. MOSTE,28000.00,14.00,Zasebna ponudba
6053946,LJ. MOSTE,22000.00,10.00,Zasebna ponudba
6056847,"LJ. CENTER, PARK TIVOLI",18000.00,8.00,Zasebna ponudba
6026366,"LJ. ŠIŠKA, ALEŠOVÈEVA ULICA",16000.00,7.30,Rojal invest d.o.o.
