id,naslov,cena,velikost,prodajalec,leto,nadstropje
6045634,"LJ. BEŽIGRAD, ÈRNUÈE, SAVSKI BREG",148000.0,62.0,Mikljiè-Hribar Company d.o.o.,2009,P
6045607,"LJ. BEŽIGRAD, ÈRNUÈE, SAVSKI BREG",148000.0,62.0,Mikljiè-Hribar Company d.o.o.,2009,P
6057746,"ÈRNUÈE, KOROŠKEGA BATALJONA",148000.0,64.31,K2 finance d.o.o.,2010,P
6058618,LJ. ŠIŠKA,148000.0,77.4,"STAN nepremiènine d.o.o., Ljubljana",1949,ni podatka
5953705,LJ. MOSTE,148000.0,75.2,DVOREC POSREDNIŠKA HIŠA d.o.o.,1960,VP
6056832,NOVE JARŠE,148000.0,73.7,MKA nepremiènine d.o.o.,1980,2
5933331,"LJ. ŠIŠKA, DRAVLJE",147000.0,73.0,Pogodba nepremiènine in pravno svetovanje d.o.o.,1983,3
5641420,LJ. BEŽIGRAD,146000.0,78.16,Nepremiènine Plus d.o.o.,1954,1
5996409,"ŠENTVID, SELANOV TRG",146000.0,76.0,NeSta d.o.o.,1990,1
6054213,LJ. ŠIŠKA,145900.0,76.4,"Stoja trade, d.o.o., Ljubljana",2009,4
5967380,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",145850.0,73.08,LIN nepremiènine d.o.o.,2017,1
6046939,"KODELJEVO, POVŠETOVA ULICA",145000.0,67.15,"HISTAN, posredovanje z nepremièninami Vlasta Šinkovec s.p.",1964,4
6034821,"LJ. ŠIŠKA, PODUTIK",145000.0,89.4,LJUBLJANA NEPREMIÈNINE d.o.o.,1966,1
6051490,"LJ. BEŽIGRAD, BLIŽINA FAKULTET - BS3",145000.0,53.17,Realia d.o.o.,1976,1
6056957,LJ. BEŽIGRAD,145000.0,56.5,MESTO NEPREMIÈNIN d.o.o.,1979,3
6058474,"KOSEZE, UL. BRATOV UÈAKAR, ATRIJSKO",145000.0,55.4,"Gratek, Kohne in partner k.d.",1978,P
6059640,"LJ. ŠIŠKA, NASPROTI CELOVŠKIH DVOROV",145000.0,78.0,"Lobodas, posredništvo in storitve d.o.o., PE Kostanjevica na Krki",1963,P
6059940,"BEŽIGRAJSKI DVOR, ZUPANÈIÈEVA JAMA",145000.0,51.0,"STANART d.o.o., PE LJUBLJANA",2009,3
6048818,"BS 3, BLIŽINA FAKULTET",145000.0,53.17,Zasebna ponudba,1976,1
6060552,"RAKOVNIK, Z GARAŽO",145000.0,61.1,MKA nepremiènine d.o.o.,1974,3
6003266,"RUDNIK, DOLENJSKA CESTA",145000.0,52.0,Zasebna ponudba,1970,2
6050873,LJ. BEŽIGRAD,145000.0,48.0,Zasebna ponudba,2011,3
5993600,STARA LJ.,145000.0,50.0,Mreža nepremiènin d.o.o.,2016,M
5967391,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",142280.0,58.1,LIN nepremiènine d.o.o.,2017,P
6052713,"LJ. BEŽIGRAD, BLIŽINA POP TV",142000.0,57.0,Damijan Meško s.p.,1961,P
6052496,"LJ. BEŽIGRAD, BLIŽINA POP TV",142000.0,42.6,Damijan Meško s.p.,1961,P
6058180,"LJ. CENTER, IGRIŠKA ULICA",141600.0,47.2,"Zaltis, d.o.o., Ljubljana",1930,PK
6014930,ÈRNUÈE,140000.0,45.6,Blok d.o.o.,2010,2
6033232,"ÈRNUÈE, SAVSKI BREG",140000.0,83.0,Blok d.o.o.,2009,P
6041364,ÈRNUÈE,140000.0,45.7,"Livo d.o.o., PE nepremièninsko posredovanje",2009,2
6012126,"ÈRNUÈE, SAVSKI BREG",140000.0,45.7,Pun nepremiènine d.o.o.,2009,2
5995287,LJ. BEŽIGRAD,140000.0,45.68,Rešer d.o.o. PE Rešer nepremiènine,2010,2
6031958,"LJ. BEŽIGRAD, ÈRNUÈE",140000.0,83.0,"Nepremiènine M8, Lea Kavaliè s.p.",2009,P
6046486,ZG. KAŠELJ,140000.0,54.9,MESTO NEPREMIÈNIN d.o.o.,2006,1
6058999,"LJ. BEŽIGRAD, SAVSKI BREG",140000.0,45.7,Rojal invest d.o.o.,2009,3
6060530,"LJ. CENTER, VODMAT",140000.0,70.8,"Nepremièninska agencija ""TLORIS"" Miro Toriæ s.p., Poslovna enota",1964,2
5901870,"ÈRNUÈE, LJ. - SAVSKI BREG",140000.0,45.68,Zasebna ponudba,2010,2
6061613,"ÈRNUÈE, SPODNJE",140000.0,45.7,LJUBLJANA NEPREMIÈNINE d.o.o.,2009,2
6058910,VIŽMARJE,139900.0,126.0,Zasebna ponudba,1967,VP
6049980,"VIŽMARJE, BLIZU AC PRIKLJUÈKA",139900.0,126.6,Domart RE d.o.o.,1967,K+P+1+2
5982651,"LJ. BEŽIGRAD, BS3",139000.0,61.3,LJUBLJANA NEPREMIÈNINE d.o.o.,1980,19
6051859,ÈRNUÈE,139000.0,96.5,Roni nepremiènine d.o.o.,1934,VP
6059782,DOLGI MOST,139000.0,67.2,"INBA, nepremièninska družba, d.o.o.",1999,2
6055215,"KOSEZE, BLIŽINA KOSEŠKEGA BAJERJA",139000.0,60.1,"Stoja trade, d.o.o., Ljubljana",1971,P
6042805,"VRHOVCI, MIRNA LOKACIJA V ZELENJU",139000.0,90.36,Zasebna ponudba,1955,VP
6016900,"LJ. VIÈ, DOLGI MOST",139000.0,67.0,Zasebna ponudba,1999,2
6037555,"LJ. BEŽIGRAD, BLIZU CENTRA IN AC, LPP, PRILIKA",138900.0,179.8,"REMAX Vogal, Nepremièninska družba, d.o.o.",1959,1
6054775,LJ. ŠIŠKA,138500.0,74.9,"Stoja trade, d.o.o., Ljubljana",2009,7
6050857,"LJ. VIÈ, TRNOVSKO PREDMESTJE, MURGLE",138000.0,51.0,ALEA nepremièninska družba d.o.o.,1966,1
6056978,LJ. BEŽIGRAD,138000.0,50.5,MESTO NEPREMIÈNIN d.o.o.,1965,1
6048735,ÈRNUÈE,137000.0,45.7,Agencia d.o.o.,2009,ni podatka
6058103,ÈRNUÈE,137000.0,45.68,"MA - nepremièninska družba, Marko Aliè s.p.",2010,2
6050234,BS 3,137000.0,56.4,Media nepremiènine d.o.o.,1977,ni podatka
6060618,"BS 3, BEŽIGRAD BLIŽINA EKON - FAKULTET",137000.0,56.4,"STAN nepremiènine d.o.o., Ljubljana",1977,P
6045657,LJ. BEŽIGRAD,137000.0,57.0,"Dominos d.o.o., PE Ljubljana",1960,1
6050861,"BROD, SOSESKA OSMICA",136424.0,41.29,Medvešek Pušnik Nepremiènine d.o.o.,2016,1
6033361,"BROD, SOSESKA OSMICA",136424.0,41.29,Medvešek Pušnik Nepremiènine d.o.o.,2016,1
6035703,RUDNIK,136000.0,75.8,ABC nepremiènine d.o.o.,1905,ni podatka
6054216,LJ. ŠIŠKA,135800.0,72.1,"Stoja trade, d.o.o., Ljubljana",2009,6
6045723,"LJ. ŠIŠKA, - VIŽMARJE",135000.0,112.0,"REMAX Vogal, Nepremièninska družba, d.o.o.",1975,VP
6016178,"LJ. MOSTE, OB KAJUHOVI",135000.0,67.0,Agencija Jakkra-n d.o.o.,1964,1
6058047,"LJ. MOSTE, KAJUHOVA",135000.0,69.1,Optima nepremiènine d.o.o.,1966,4
6059562,"DOLGI MOST, UL. BORCA PETRA",135000.0,63.2,Nepremiènine Plus d.o.o.,2001,P
6060491,BRINJE,135000.0,56.9,Agencija Jakkra-n d.o.o.,1966,1
6061098,"LJ. BEŽIGRAD, GLINŠKOVA PLOŠÈAD",135000.0,49.1,"Nepremièninska agencija ""TLORIS"" Miro Toriæ s.p., Poslovna enota",1977,5
6061539,RAKOVNIK,135000.0,61.1,MKA nepremiènine d.o.o.,1974,3
6061550,LJ. BEŽIGRAD,135000.0,51.1,MESTO NEPREMIÈNIN d.o.o.,1977,1
6018630,LJ. MOSTE,135000.0,75.0,Zasebna ponudba,1960,4
6042913,"VIŽMARJE, ŠIŠKA",135000.0,112.0,Zasebna ponudba,1975,VP
6052213,DOLGI MOST,135000.0,44.7,"RECONSULT d.o.o., PE RCN, RECONSULT NEPREMIÈNINE",1999,P
6054999,LJ. VIÈ,134000.0,65.4,Rocco nepremiènine d.o.o.,1976,4
6060407,ZG. ŠIŠKA,134000.0,59.0,N-invest d.o.o.,1963,4
5995412,"LJ. VIÈ, DOLGI MOST",133000.0,55.8,LJUBLJANA NEPREMIÈNINE d.o.o.,1998,1
6034510,LJ. VIÈ,133000.0,56.0,Neptun nepremiènine - Borut Vodopivec s.p.,1997,1
6054681,"LJ. VIÈ, KUPEC NE PLAÈA PROVIZIJE",133000.0,55.8,"Agenti Celje, AŽ&MB Nerad d.o.o.",1998,1
6060554,"ZG. ŠIŠKA, LJUBELJSKA CESTA",133000.0,58.9,Mreža nepremiènin d.o.o.,1965,VP
6060669,"ZG. ŠIŠKA, LJUBELJSKA CESTA",133000.0,58.9,Mreža nepremiènin d.o.o.,1965,VP
6059667,"LJ. MOSTE, FUŽINE",132000.0,57.1,MESTO NEPREMIÈNIN d.o.o.,1986,1
6059863,"FUŽINE, BRODARJEV TRG",132000.0,60.5,Vehovar nepremiènine d.o.o.,1982,1
6053031,"VIŽMARJE, TACENSKA CESTA",132000.0,54.06,SINEP družba za investiranje d.o.o.,2003,1
6060558,"FUŽINE, RUSJANOV TRG",132000.0,58.8,Feniks nepremiènine d.o.o.,1987,ni podatka
6060589,LJ. CENTER,132000.0,52.4,Inalbea d.o.o.,1962,1
6053346,FUŽINE,132000.0,59.0,Zasebna ponudba,1987,1
6055566,"FUŽINE, RUSJANOV TRG",132000.0,59.0,Mreža nepremiènin d.o.o.,1987,1
5967390,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",131020.0,63.84,LIN nepremiènine d.o.o.,2017,3
6061030,ŠENTVID,131000.0,63.6,Real Go d.o.o.,1966,1
6041132,TACEN,130000.0,93.5,"REMAX Vogal, Nepremièninska družba, d.o.o.",2009,P
6015434,"LJ. ŠIŠKA, ALJAZEVA, PRILOZNOST ZA OBNOVO",130000.0,89.0,PREMIER NEPREMIÈNINE posredovanje d.o.o.,1964,ni podatka
6056877,"LJ. ŠIŠKA, PODUTIK",130000.0,60.0,MESTO NEPREMIÈNIN d.o.o.,1972,1
5902889,LJ. BEŽIGRAD,130000.0,64.0,"STANART d.o.o., PE LJUBLJANA",1966,VP
6022575,"TACEN, ODLIÈNA, BLIZU AC, LPP",130000.0,52.76,"REMAX Vogal, Nepremièninska družba, d.o.o.",2009,2
6021525,LJ. ŠIŠKA,130000.0,57.4,Zasebna ponudba,1972,ni podatka
6055347,PODUTIK,130000.0,60.0,Zasebna ponudba,1972,1
6052013,LJ. MOSTE,130000.0,68.2,Atrium nepremiènine d.o.o.,1959,ni podatka
6056315,ŠTEPANJSKO NASELJE,129900.0,63.9,Rezidenca nepremiènine d.o.o.,1975,3
6048692,"ŠTEPANJSKO NASELJE, MOSTE POLJE",129900.0,63.0,Zasebna ponudba,1974,3
5464721,LJ. MOSTE,129000.0,62.0,"Komfort skupina d.o.o., nepremiènine",2010,ni podatka
6025133,"LJ. MOSTE, VODMAT",129000.0,53.4,LJUBLJANA NEPREMIÈNINE d.o.o.,1964,VP
6059021,VODMAT,129000.0,53.2,Rojal invest d.o.o.,1964,VP
6059106,"LJ. MOSTE, KODELJEVO",129000.0,47.52,MESTO NEPREMIÈNIN d.o.o.,1963,4
6025508,LJ. CENTER,129000.0,76.5,"Dodoma d.o.o., PE Ljubljana",1890,1
6030502,ŠENTVID,129000.0,57.55,LGP d.o.o.,1977,1
5967386,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",128800.0,66.3,LIN nepremiènine d.o.o.,2017,1
6050107,LJ. BEŽIGRAD,128000.0,44.7,"STAN nepremiènine d.o.o., Ljubljana",2009,3
6058655,LJ. BEŽIGRAD,128000.0,54.6,"STAN nepremiènine d.o.o., Ljubljana",1977,1
6043368,"LJ. BEŽIGRAD, BS3 REBOLJEVA",128000.0,60.6,Studio modul d.o.o.,1978,2
6056328,"LJ. BEŽIGRAD, ULICA METODA MIKUŽA",128000.0,54.4,"Šardi&Co. nepremiènine, družba za posredovanje v prometu z nepremièninami, d.o.o.",1986,3
5967383,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",127580.0,63.91,LIN nepremiènine d.o.o.,2017,1
5967387,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",126970.0,61.97,LIN nepremiènine d.o.o.,2017,2
6038701,"LJ. MOSTE, ROŽIÈEVA ULICA",125000.0,62.0,"Abstract nepremiènine, Igor Kerin s.p.",1962,1
6017559,"LJ. ŠIŠKA, BROD",125000.0,52.8,MESTO NEPREMIÈNIN d.o.o.,2009,1
6047464,"LJ. CENTER, VODMAT",125000.0,48.4,MESTO NEPREMIÈNIN d.o.o.,1964,VP
5871537,LJ. VIÈ,125000.0,33.5,LJUBLJANA NEPREMIÈNINE d.o.o.,2011,P
6050891,"LJ. MOSTE, FUZINE",125000.0,69.0,"Komfort skupina d.o.o., nepremiènine",1982,VP
6054379,"LJ. CENTER, BLIŽINA MEDICINSKE FAKULTETE",125000.0,53.4,"STAN nepremiènine d.o.o., Ljubljana",1964,VP
6055678,LJ. VIÈ,125000.0,54.3,Neptun nepremiènine - Borut Vodopivec s.p.,1980,4
5976853,"ŠENTVID, ZNIŽANA CENA",125000.0,80.8,PREMIER NEPREMIÈNINE posredovanje d.o.o.,1965,3
6061140,"LJ. CENTER, VODMAT",125000.0,64.1,Feniks nepremiènine d.o.o.,1964,VP
6059589,LJ. VIÈ,125000.0,67.6,K 3 Kern d.o.o.,1965,ni podatka
6024240,"VODMAT, LJ CENTER",125000.0,53.24,Zasebna ponudba,1964,VP
6053201,LJ. CENTER,125000.0,48.4,Mreža nepremiènin d.o.o.,1964,VP
6035729,"LJ. MOSTE, BLIZU ZELENE JAME",125000.0,66.0,ABC nepremiènine d.o.o.,1936,ni podatka
6054657,"LJ. CENTER, VODMAT, BREZ PROVIZIJE ZA KUPCA",125000.0,53.42,"Agenti Celje, AŽ&MB Nerad d.o.o.",1964,ni podatka
6057458,RUDNIK,125000.0,56.0,Mreža nepremiènin d.o.o.,1996,2
6059721,"ROŽNA DOLINA, NASPROTI NASELJA GRBINA",124000.0,60.0,Mreža nepremiènin d.o.o.,1973,P
6054215,LJ. ŠIŠKA,123600.0,74.5,"Stoja trade, d.o.o., Ljubljana",2009,ni podatka
6043961,"LJ. MOSTE, ULICA VIDE PREGARÈEVE 34",123000.0,102.0,DFI d.o.o.,1965,VP
6057327,"LJ. MOSTE, BLIZU ZDRAVSTVENEGA DOMA",122000.0,58.2,Borza nepremiènin d.o.o.,1960,P
6030789,"LJ. MOSTE, ZALOG",120000.0,61.6,MESTO NEPREMIÈNIN d.o.o.,1975,VP
5595091,PODUTIK,120000.0,45.0,Nepremiènine Plus d.o.o.,2009,3
6010833,"POLJE, ZAÈETEK POLJA, TIK CEZ OBVOZNICO",120000.0,67.5,REGROUP d.o.o.,1900,1
6038623,LJ. CENTER,120000.0,45.9,LJUBLJANA NEPREMIÈNINE d.o.o.,1651,1
6059943,"LJ. VIÈ, RUDNIK",120000.0,55.0,MESTO NEPREMIÈNIN d.o.o.,1997,2
6060853,"SP. ŠIŠKA, Z VRTOM",120000.0,130.0,"Property d.o.o., PE Ljubljana",1900,P
6049378,"RUDNIK, LONDON",120000.0,55.0,Zasebna ponudba,1997,2
6055209,RUDNIK,120000.0,56.7,"Stoja trade, d.o.o., Ljubljana",1996,2
6026150,"LJ. ŠIŠKA, ŠENTVID",119000.0,75.0,MESTO NEPREMIÈNIN d.o.o.,1932,3
6052484,"LJ. ŠIŠKA, ŠENTVID - PRUŠNIKOVA",119000.0,80.76,AGAN d.o.o.,1995,3
6055834,POLJE,119000.0,70.0,"Ornis, nepremiènine, zastopanje in svetovanje d.o.o.",1964,1
6059136,"LJ. ŠIŠKA, ŠENTVID - PRUŠNIKOVA",119000.0,80.75,AGAN d.o.o.,1995,3
6059143,"LJ. ŠIŠKA, ŠENTVID - PRUŠNIKOVA",119000.0,80.76,AGAN d.o.o.,1995,3
6054311,"LJ. ŠIŠKA, DRAVLJE",119000.0,35.0,Rocco nepremiènine d.o.o.,2009,2
5921468,"POLJE, ZA OBVOZNICO",119000.0,71.0,"Branik prvi d.o.o., nepremiènine bios",1968,1
6049691,"LJ. ŠIŠKA, CELOVŠKA 127",119000.0,40.0,SINEP družba za investiranje d.o.o.,1964,5
6061373,"LJ. MOSTE, HERMANA POTOÈNIKA",119000.0,58.63,"Šardi&Co. nepremiènine, družba za posredovanje v prometu z nepremièninami, d.o.o.",1978,2
6055248,"LJ. MOSTE, HERMANA POTOÈNIKA",119000.0,58.63,"Šardi&Co. nepremiènine, družba za posredovanje v prometu z nepremièninami, d.o.o.",1978,2
6033159,ŠTEPANJSKO NASELJE,119000.0,65.0,Zasebna ponudba,1976,3
6052194,"LJ. MOSTE, MIRNA LOKACIJA",119000.0,49.52,"RECONSULT d.o.o., PE RCN, RECONSULT NEPREMIÈNINE",1963,1
6061606,"LJ. BEŽIGRAD, SAVSKO NASELJE",119000.0,56.0,Zasebna ponudba,1958,2
6032433,"LJ. MOSTE, ŠTEPANJSKO NASELJE",118000.0,47.7,Studio modul d.o.o.,1976,2
6048968,"LJ. ŠIŠKA, BLIŽINA ŠIŠENSKEGA HRIBA, MOSTECA",118000.0,47.0,ALEA nepremièninska družba d.o.o.,1960,3
6010475,"TACEN, TACENSKA CESTA",118000.0,36.0,Zasebna ponudba,2008,3
6059665,"LJ. ŠIŠKA, ŠENTVID",117000.0,41.2,MESTO NEPREMIÈNIN d.o.o.,1969,4
6061151,"LJ. ŠIŠKA, ANDREAŠEVA",117000.0,40.0,Zasebna ponudba,1979,3
6051485,"LJ. ŠIŠKA, BLIŽINA MOSTECA",116000.0,48.1,"STAN nepremiènine d.o.o., Ljubljana",1971,6
6050472,LJ. ŠIŠKA,116000.0,48.1,Eventum d.o.o.,1971,6
6040759,"LJ. ŠIŠKA, CELOVŠKA CESTA",115000.0,35.2,Rojal invest d.o.o.,1973,9
5984075,"TRNOVO, SREBRNIÈEVA",115000.0,79.0,Svet RE d.o.o.,1984,1
6052111,"LJ. ŠIŠKA, SPODNJA",115000.0,39.9,MESTO NEPREMIÈNIN d.o.o.,1940,VP
6051699,LJ. ŠIŠKA,115000.0,45.6,Eventum d.o.o.,1960,3
6011206,"LJ. VIÈ, ZGORNJI, NEPOPLAVNI DEL VIÈA",115000.0,52.9,"STANART d.o.o., PE LJUBLJANA",1950,2
6053082,LJ. MOSTE,115000.0,63.3,Mernet d.o.o.,1950,1
6059619,"POLJE, ZALOŠKA CESTA 186",115000.0,51.7,EvroN d.o.o.,1912,2
6059761,"LJ. VIÈ, IG - ZAGORICA",115000.0,60.2,"Nepremièninska agencija ""TLORIS"" Miro Toriæ s.p., Poslovna enota",1988,VP
6059554,"LJ. ŠIŠKA, BROD",115000.0,44.31,MESTO NEPREMIÈNIN d.o.o.,2006,1
6059161,"LJ. ŠIŠKA, TERASA",115000.0,40.0,ALEA nepremièninska družba d.o.o.,2006,1
6060059,ÈRNUÈE,115000.0,39.8,MP PROJEKT d.o.o.,2009,5
6060590,"LJ. BEŽIGRAD, ÈRNUÈE",115000.0,36.6,MESTO NEPREMIÈNIN d.o.o.,2009,5
6060775,"LJ. ŠIŠKA, MOSTEC",115000.0,90.0,UgodNepremicnine - Vehar Sebastjan s.p.,1933,1
5820096,"LJ. CENTER, BOHORIÈEVA UL. 17",115000.0,31.23,"Dominos d.o.o., PE Ljubljana",2009,P
6057184,"RUDNIK, OB DOLENJSKI CESTI BLIZU CENTRA",115000.0,63.7,Zasebna ponudba,1910,1
5970259,"LJ. BEŽIGRAD, ÈRTOMIROVA ULICA",115000.0,48.0,Zasebna ponudba,1969,4
6059551,"ÈRNUÈE, SAVSKI BREG",115000.0,39.82,Zasebna ponudba,2009,5
6058605,"TACEN, TACENSKI DVORI",115000.0,38.5,Zasebna ponudba,2006,1
6045818,ZALOG,115000.0,53.5,ABC nepremiènine d.o.o.,2000,1
6056474,"LJ. ŠIŠKA, PILONOVA SOSESKA",113000.0,45.0,Blok d.o.o.,2008,1
6059545,"LJ. ŠIŠKA, ZGONJA, BLIŽINA LPP",113000.0,45.0,Rojal invest d.o.o.,1975,6
6058646,VRHOVCI,113000.0,54.0,REGROUP d.o.o.,1997,P
6055867,"LJ. CENTER, DALMATINOVA ULICA 10, BREZ PROVIZIJE ZA KUPCA",113000.0,32.1,"Agenti Celje, AŽ&MB Nerad d.o.o.",1896,3
6058127,"ZG. ŠIŠKA, ŠIŠENSKA CESTA",113000.0,50.0,Mreža nepremiènin d.o.o.,1960,3
6060553,ZALOG,111800.0,43.0,Zasebna ponudba,1975,2
6042357,STOŽICE,110000.0,44.7,Domplan d.d.,2000,P
6012027,LJ. BEŽIGRAD,110000.0,44.7,"MP PROJEKT, d.o.o., PE Ljubljana",2000,P
6039786,"LJ. ŠIŠKA, GRUDNOVA",110000.0,76.3,Svet RE d.o.o.,2009,PK
6048756,"LJ. BEŽIGRAD, VODOVODNA CESTA",110000.0,54.0,Mikljiè-Hribar Company d.o.o.,1900,1
6055688,POLJE,110000.0,49.0,Roni nepremiènine d.o.o.,1973,ni podatka
6059048,LJ. BEŽIGRAD,110000.0,33.9,"Livo d.o.o., PE nepremièninsko posredovanje",1946,P
6059663,PODUTIK,110000.0,45.3,"MP PROJEKT, d.o.o., PE Ljubljana",2008,1
6059582,"DRAVLJE, ŠIŠKA",110000.0,45.0,"REMAX Vogal, Nepremièninska družba, d.o.o.",2008,1
6059664,"LJ. ŠIŠKA, SOSESKA PILON",110000.0,45.0,ALEA nepremièninska družba d.o.o.,2008,1
6059839,"LJ. ŠIŠKA, PODUTIK",110000.0,42.3,MESTO NEPREMIÈNIN d.o.o.,2008,1
6059860,LJ. ŠIŠKA,110000.0,44.4,Aladin inženiring d.o.o.,1940,VP
6059844,LJ. ŠIŠKA,110000.0,38.0,ALEA nepremièninska družba d.o.o.,2006,1
6059875,"LJ. BEŽIGRAD, BS4",110000.0,44.7,"Livo d.o.o., PE nepremièninsko posredovanje",2000,P
6060326,"LJ. ŠIŠKA, ZGORNJA",110000.0,33.8,LJUBLJANA NEPREMIÈNINE d.o.o.,1973,9
6060720,"LJ. ŠIŠKA, PODUTIK",110000.0,45.3,LJUBLJANA NEPREMIÈNINE d.o.o.,2008,1
6059764,"LJ. BEŽIGRAD, ŽUPANÈIÈEVA JAMA",110000.0,45.0,Zasebna ponudba,1972,3
5793489,LJ. CENTER,110000.0,67.0,Zasebna ponudba,1930,1
6058904,"SAVSKO NASELJE, LJ. BEŽIGRAD",110000.0,40.0,Zasebna ponudba,1946,P
6033172,"ZG. ŠIŠKA, CELOVŠKA CESTA",110000.0,36.0,Zasebna ponudba,1973,9
6010408,"LJ. BEŽIGRAD, DUNAJSKA CESTA, STOŽICE",110000.0,45.0,Zasebna ponudba,2000,P
6044816,LJ. BEŽIGRAD,110000.0,42.0,Zasebna ponudba,1960,1
6058887,"PODUTIK, DRAVLJE, GLINCE",110000.0,45.0,Zasebna ponudba,2008,1
6059715,"PODUTIK, PILON",110000.0,45.5,Mreža nepremiènin d.o.o.,2008,1
6054680,"LJ. BEŽIGRAD, BREZ PROVIZIJE ZA KUPCA",110000.0,44.0,"Agenti Celje, AŽ&MB Nerad d.o.o.",2000,P
6060529,"LJ. BEŽIGRAD, SAVSKO NASELJE, BREZ PROVIZIJE ZA KUPCA",110000.0,40.0,"Agenti Celje, AŽ&MB Nerad d.o.o.",1946,P
6058368,"ZG. ŠIŠKA, VODNIKOVA ULICA",110000.0,44.0,Mreža nepremiènin d.o.o.,1909,P
6047832,"LJ. ŠIŠKA, GOTSKA",109950.0,36.6,Pun nepremiènine d.o.o.,1972,1
6021526,VIŽMARJE,109900.0,60.0,Zasebna ponudba,1968,M
6055467,"LJ. CENTER, VODMAT",109500.0,50.0,MESTO NEPREMIÈNIN d.o.o.,1972,4
6046125,LJ. ŠIŠKA,109000.0,36.0,Neptun nepremiènine - Borut Vodopivec s.p.,1972,9
6049610,"LJ. ŠIŠKA, KINO",109000.0,33.8,MESTO NEPREMIÈNIN d.o.o.,1972,9
6059017,"LJ. ŠIŠKA, BLIŽINA KINA",109000.0,35.2,Rojal invest d.o.o.,1973,9
6057107,"TRNOVO, LJ. - KOSESKEGA",109000.0,37.0,"Neo nepremiènine, Stanislav Osenar s.p.",1976,2
6049715,ZG. ŠIŠKA,109000.0,33.7,Sonce skupina d.o.o.,1973,9
6052002,"LJ. MOSTE, VEVÈE",108000.0,46.6,Studio modul d.o.o.,1960,2
6045036,"LJ. VIÈ, NASPROTI CENTRA MURGLE",108000.0,46.86,Zasebna ponudba,1960,1
6054792,"LJ. VIÈ, TRNOVSKO PREDMESTJE",108000.0,44.4,"Stoja trade, d.o.o., Ljubljana",1960,1
5797964,BROD,107000.0,45.82,"REMAX Vogal, Nepremièninska družba, d.o.o.",2009,1
6061566,"FUŽINE, ARCHINETOVA",107000.0,38.1,Feniks nepremiènine d.o.o.,1985,P
6054563,"FUŽINE, ATRIJ",107000.0,38.1,Zasebna ponudba,1985,VP
5994751,"TOMAÈEVO, BTC BEŽIGRAD",107000.0,150.0,Zasebna ponudba,1976,P+1
6057910,"LJ. BEŽIGRAD, BS 3",106000.0,46.0,Mernet d.o.o.,1982,9
6050179,LJ. CENTER,105000.0,27.0,Vizija Mojca Poglajen s.p.,1814,ni podatka
6055199,LJ. ŠIŠKA,105000.0,43.5,MESTO NEPREMIÈNIN d.o.o.,1972,3
6055572,"LJ. ŠIŠKA, PRI KOSEŠKI TRŽNICI",105000.0,44.0,ALEA nepremièninska družba d.o.o.,1972,3
5797957,"BROD, TACENSKE BRZICE",105000.0,45.82,"REMAX Vogal, Nepremièninska družba, d.o.o.",2009,2
5786406,TACEN,105000.0,58.29,"REMAX Vogal, Nepremièninska družba, d.o.o.",2009,1
5929561,ÈRNUÈE,105000.0,38.0,DVOREC POSREDNIŠKA HIŠA d.o.o.,1975,4
6060659,"LJ. CENTER, MED TROMOSTOVJEM IN TIVOLIJEM",105000.0,37.6,Zasebna ponudba,2000,3
6044826,LJ. CENTER,105000.0,27.0,Zasebna ponudba,1900,P
6054839,"LJ. ŠIŠKA, ADAMIÈEVA",105000.0,42.0,Zasebna ponudba,1972,3
6049966,"LJ. VIÈ, BONIFACIJA",105000.0,65.0,Zasebna ponudba,1975,1
6050855,LJ. VIÈ,105000.0,65.5,Atrium nepremiènine d.o.o.,1975,ni podatka
6055521,"LJ. ŠIŠKA, ADAMIÈEVA ULICA",105000.0,46.0,Mreža nepremiènin d.o.o.,1972,3
6059911,ÈRNUÈE,105000.0,39.3,ABC nepremiènine d.o.o.,1956,ni podatka
6055564,BS 3,105000.0,45.9,Mreža nepremiènin d.o.o.,1982,9
6049571,"LJ. BEŽIGRAD, ÈRNUÈE",104900.0,44.4,MESTO NEPREMIÈNIN d.o.o.,1980,VP
6059000,ÈRNUÈE,104900.0,46.6,Rojal invest d.o.o.,1980,VP
6061560,ÈRNUÈE,104900.0,44.4,Feniks nepremiènine d.o.o.,1981,VP
5986682,ÈRNUÈE,104900.0,44.4,Zasebna ponudba,1981,VP
6051535,ÈRNUÈE,104900.0,45.0,Mreža nepremiènin d.o.o.,1981,VP
6054676,"ÈRNUÈE, KUPEC NE PLAÈA PROVIZIJE",104900.0,46.6,"Agenti Celje, AŽ&MB Nerad d.o.o.",1980,VP
6035352,"LJ. VIÈ, ANTONOV TRG",100000.0,37.57,Pun nepremiènine d.o.o.,2006,3
6033622,"LJ. BEŽIGRAD, LINHARTOVA CESTA",100000.0,68.2,"Abstract nepremiènine, Igor Kerin s.p.",1937,PK
5598092,VEVÈE,100000.0,80.5,D5 invest d.o.o.,1900,1
